Manufacturer,Model,Prod. year,Mileage,Category,Leather interior,Fuel type,Engine volume,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Price,isTurbo
MERCEDES-BENZ,E 350,2010.0,189530.0,Sedan,Yes,Diesel,3.5,6.0,Automatic,4x4,Left wheel,Black,12.0,12388.0,No
MERCEDES-BENZ,C 280,1999.0,248592.0,Universal,No,Petrol,2.8,6.0,Automatic,Rear,Left wheel,Silver,8.0,7213.0,No
MERCEDES-BENZ,A 190,2002.0,123000.0,Hatchback,Yes,Petrol,1.9,4.0,Automatic,Front,Right-hand drive,Black,6.0,5331.0,No
MERCEDES-BENZ,ML 350,2011.0,0.0,Jeep,Yes,Diesel,3.0,6.0,Automatic,4x4,Left wheel,Black,12.0,2666.0,No
TOYOTA,Prius,2009.0,167219.0,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,Left wheel,White,8.0,13485.0,No
BMW,328,2009.0,171000.0,Sedan,Yes,Petrol,3.0,6.0,Tiptronic,Rear,Left wheel,Black,10.0,21326.0,No
HYUNDAI,Sonata,2013.0,104557.0,Sedan,Yes,Petrol,2.4,4.0,Automatic,Front,Left wheel,Grey,12.0,4077.0,No
MERCEDES-BENZ,E 300,2017.0,50963.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Rear,Left wheel,Black,12.0,56136.0,No
HONDA,FIT,2011.0,39333.0,Hatchback,No,Petrol,1.5,4.0,Variator,Front,Right-hand drive,Silver,8.0,9408.0,No
KIA,Optima,2012.0,67000.0,Sedan,Yes,Petrol,2.0,4.0,Tiptronic,Front,Left wheel,Blue,12.0,19444.0,No
HYUNDAI,H1,2014.0,183731.0,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Silver,4.0,26528.0,No
HONDA,FIT,2013.0,145000.0,Hatchback,No,Hybrid,1.3,4.0,Automatic,Front,Right-hand drive,White,4.0,12858.0,No
LEXUS,GX 470,2014.0,146218.0,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Left wheel,Black,0.0,17562.0,No
TOYOTA,Camry,2015.0,106989.0,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Left wheel,Black,12.0,2195.0,No
BMW,M3,2006.0,136000.0,Hatchback,No,Diesel,1.9,4.0,Manual,Rear,Left wheel,Silver,6.0,10976.0,Yes
LEXUS,IS 350,2011.0,259066.0,Sedan,Yes,Petrol,3.5,6.0,Automatic,4x4,Left wheel,Silver,12.0,8154.0,No
MERCEDES-BENZ,E 350,2009.0,109139.0,Sedan,Yes,Diesel,3.5,6.0,Automatic,Rear,Left wheel,Black,12.0,5018.0,No
HYUNDAI,Tucson,2017.0,133808.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,39226.0,No
HYUNDAI,Santa FE,2014.0,175126.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,33908.0,No
LEXUS,GX 460,2010.0,275240.0,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Left wheel,Silver,0.0,15681.0,No
TOYOTA,Prius,2009.0,138942.0,Sedan,Yes,Hybrid,1.8,4.0,Automatic,Front,Left wheel,Red,8.0,12231.0,No
VOLKSWAGEN,Golf,2013.0,103000.0,Sedan,No,Petrol,2.5,4.0,Tiptronic,Front,Left wheel,Black,12.0,13172.0,No
HYUNDAI,Santa FE,2016.0,113588.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Blue,4.0,42052.0,No
CHEVROLET,Cruze,2011.0,131200.0,Sedan,No,Petrol,1.4,4.0,Automatic,Front,Left wheel,Red,6.0,10976.0,No
MERCEDES-BENZ,CLS 500,2005.0,205000.0,Sedan,Yes,Petrol,5.0,8.0,Tiptronic,Rear,Left wheel,Silver,9.0,26657.0,No
HYUNDAI,Tucson,2010.0,167512.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,22063.0,No
HYUNDAI,Santa FE,2013.0,79730.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,White,4.0,33214.0,No
FORD,Mustang,2018.0,39576.0,Jeep,Yes,Petrol,5.0,8.0,Automatic,Rear,Left wheel,Black,12.0,7997.0,No
TOYOTA,Camry,2012.0,268683.0,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Left wheel,Blue,12.0,3136.0,No
HYUNDAI,Sonata,2015.0,498170.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Orange,4.0,9252.0,No
NISSAN,Altima,2018.0,147947.0,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Left wheel,Grey,12.0,5175.0,No
VOLKSWAGEN,Golf,1986.0,0.0,Coupe,No,Petrol,1.8,4.0,Manual,Front,Left wheel,Green,0.0,2000.0,No
NISSAN,Juke,2015.0,103498.0,Jeep,Yes,Petrol,1.6,4.0,Automatic,4x4,Left wheel,Black,0.0,2822.0,No
LEXUS,NX 200,2017.0,24000.0,Jeep,Yes,Petrol,2.0,4.0,Tiptronic,4x4,Left wheel,Black,10.0,75266.0,Yes
BMW,528,2013.0,71011.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,4x4,Left wheel,White,12.0,23700.0,Yes
HYUNDAI,Elantra,2015.0,104978.0,Sedan,No,Petrol,1.8,4.0,Automatic,Front,Left wheel,Black,0.0,17249.0,No
TOYOTA,Prius,2015.0,49562.0,Hatchback,Yes,Hybrid,1.5,4.0,Automatic,Front,Left wheel,Orange,12.0,2038.0,No
LEXUS,ES 300,2015.0,0.0,Hatchback,Yes,Hybrid,2.5,6.0,Tiptronic,Rear,Left wheel,Black,8.0,18189.0,No
HYUNDAI,Sonata,2015.0,536315.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Orange,4.0,9722.0,No
LEXUS,GX 460,2015.0,188078.0,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Left wheel,Black,0.0,73071.0,No
INFINITI,FX35,2003.0,140000.0,Jeep,Yes,Petrol,3.5,4.0,Tiptronic,4x4,Left wheel,Silver,6.0,15053.0,No
JEEP,Compass,2010.0,116000.0,Jeep,Yes,Petrol,2.4,4.0,Automatic,Front,Left wheel,Silver,4.0,18760.0,No
HYUNDAI,Sonata,2016.0,518650.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Orange,4.0,6837.0,No
MERCEDES-BENZ,C 300,2008.0,110000.0,Sedan,Yes,Petrol,3.0,6.0,Automatic,Rear,Left wheel,Black,10.0,21639.0,No
MERCEDES-BENZ,Vito,2002.0,280000.0,Minivan,Yes,Diesel,2.2,4.0,Tiptronic,Front,Left wheel,Black,6.0,13485.0,Yes
FORD,Mustang,2017.0,61653.0,Sedan,Yes,Petrol,2.3,4.0,Automatic,Rear,Left wheel,Black,12.0,6743.0,No
HYUNDAI,Elantra limited,2012.0,48000.0,Sedan,Yes,Petrol,1.8,4.0,Tiptronic,Front,Left wheel,Black,12.0,18189.0,No
OPEL,Vectra,1991.0,362000.0,Sedan,No,CNG,2.0,4.0,Manual,Front,Left wheel,Grey,4.0,3400.0,No
AUDI,Q5,2010.0,280000.0,Jeep,Yes,Petrol,3.2,6.0,Tiptronic,4x4,Left wheel,White,12.0,23834.0,No
BMW,X5,2015.0,196614.0,Jeep,Yes,Diesel,3.0,6.0,Automatic,4x4,Left wheel,Black,0.0,3293.0,No
MERCEDES-BENZ,GL 450,2011.0,88000.0,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Left wheel,Black,10.0,37633.0,No
AUDI,A6,2011.0,0.0,Sedan,Yes,Petrol,3.0,6.0,Automatic,4x4,Left wheel,Silver,12.0,1098.0,No
MERCEDES-BENZ,GLA 250,2017.0,44477.0,Jeep,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Blue,0.0,2509.0,No
HONDA,Civic,2011.0,106000.0,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Left wheel,Black,8.0,6899.0,No
HYUNDAI,Santa FE,2015.0,143269.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Blue,4.0,34980.0,No
DODGE,Caliber,2010.0,145600.0,Hatchback,No,Petrol,2.4,4.0,Manual,Front,Left wheel,Black,6.0,8467.0,No
TOYOTA,Prius,2015.0,67074.0,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,Left wheel,White,12.0,8781.0,No
KIA,Optima,2018.0,18000.0,Sedan,No,Hybrid,2.0,4.0,Tiptronic,Front,Left wheel,White,12.0,40456.0,No
MERCEDES-BENZ,E 350,2011.0,230696.0,Sedan,Yes,Diesel,3.5,6.0,Automatic,4x4,Left wheel,Black,12.0,14583.0,No
HYUNDAI,Santa FE,2017.0,87954.0,Jeep,Yes,Petrol,3.3,6.0,Automatic,4x4,Left wheel,Silver,12.0,2901.0,No
FORD,Escape,2011.0,168966.0,Jeep,Yes,Hybrid,2.5,4.0,Automatic,4x4,Left wheel,White,0.0,2274.0,No
HYUNDAI,Tucson,2016.0,86000.0,Jeep,Yes,Diesel,1.7,4.0,Automatic,Front,Left wheel,White,4.0,44545.0,No
HYUNDAI,Sonata,2014.0,401021.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,11604.0,No
AUDI,A4,2013.0,157584.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,4x4,Left wheel,Black,0.0,21012.0,No
TOYOTA,Prius,2013.0,142300.0,Hatchback,Yes,Hybrid,1.8,4.0,Variator,Front,Left wheel,Silver,12.0,22266.0,No
HYUNDAI,Tucson,2017.0,63433.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,45210.0,No
BMW,328,2012.0,112000.0,Sedan,Yes,Petrol,2.0,4.0,Tiptronic,Rear,Left wheel,Black,12.0,32302.0,Yes
JEEP,Compass,2014.0,126627.0,Jeep,Yes,Petrol,2.4,4.0,Automatic,Front,Left wheel,Brown,4.0,29075.0,No
KIA,Picanto,2017.0,78000.0,Sedan,No,Petrol,1.2,4.0,Manual,Front,Left wheel,Silver,4.0,12701.0,No
HYUNDAI,Elantra,2013.0,156326.0,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Left wheel,Grey,12.0,3607.0,No
HONDA,Civic,2017.0,1461.0,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Left wheel,Silver,4.0,40889.0,No
MERCEDES-BENZ,ML 320,2009.0,157000.0,Jeep,Yes,Diesel,3.2,6.0,Tiptronic,4x4,Left wheel,Silver,12.0,30734.0,Yes
LEXUS,RX 400,2008.0,224629.0,Jeep,Yes,Hybrid,3.3,6.0,Automatic,4x4,Left wheel,Silver,12.0,8154.0,No
MERCEDES-BENZ,C 200,1995.0,250000.0,Sedan,No,CNG,2.0,4.0,Manual,Rear,Left wheel,Blue,4.0,5645.0,No
MERCEDES-BENZ,ML 350,2014.0,179054.0,Jeep,Yes,Diesel,3.0,6.0,Automatic,4x4,Left wheel,White,12.0,9879.0,No
HONDA,FIT,2012.0,76000.0,Hatchback,No,Hybrid,1.5,4.0,Tiptronic,Front,Right-hand drive,White,4.0,11604.0,No
FORD,Transit,1997.0,200000.0,Microbus,No,Diesel,2.5,4.0,Manual,Rear,Left wheel,Grey,2.0,8781.0,No
TOYOTA,Aqua,2018.0,14570.0,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Left wheel,Black,4.0,48566.0,No
HYUNDAI,Veloster,2015.0,116800.0,Hatchback,Yes,Petrol,1.6,4.0,Tiptronic,Front,Left wheel,Black,4.0,19444.0,No
SSANGYONG,REXTON,2011.0,221319.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,20171.0,No
TOYOTA,Camry XLE,2013.0,123932.0,Sedan,No,Hybrid,2.5,4.0,Automatic,Front,Left wheel,Grey,8.0,20385.0,No
TOYOTA,Prius,2009.0,200000.0,Hatchback,Yes,Hybrid,1.8,6.0,Tiptronic,Front,Left wheel,Grey,6.0,13799.0,No
HYUNDAI,Sonata,2015.0,413499.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Orange,4.0,9722.0,No
NISSAN,Juke,2013.0,129128.0,Jeep,Yes,Petrol,1.6,4.0,Automatic,4x4,Left wheel,White,0.0,2430.0,No
TOYOTA,Camry,2015.0,111936.0,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Left wheel,White,12.0,2509.0,No
TOYOTA,Prius,2008.0,93000.0,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,Left wheel,Silver,12.0,13172.0,No
TOYOTA,Camry,2012.0,123546.0,Sedan,No,Petrol,2.5,4.0,Automatic,Front,Left wheel,Silver,0.0,21953.0,No
NISSAN,Juke,2014.0,77000.0,Jeep,No,Petrol,1.6,4.0,Tiptronic,Front,Left wheel,White,12.0,24148.0,No
VOLKSWAGEN,Golf,2000.0,245000.0,Universal,No,Petrol,2.0,4.0,Automatic,Front,Right-hand drive,Green,4.0,4500.0,No
HONDA,Insight,2011.0,140000.0,Hatchback,No,Hybrid,1.3,4.0,Automatic,Front,Left wheel,Blue,10.0,14113.0,No
VOLKSWAGEN,Jetta,2013.0,207768.0,Sedan,Yes,Diesel,2.0,4.0,Manual,Front,Left wheel,Silver,6.0,17249.0,Yes
HYUNDAI,Sonata,2011.0,151727.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,19416.0,No
MINI,Cooper,2014.0,88000.0,Universal,Yes,Petrol,1.6,4.0,Manual,Front,Left wheel,Red,6.0,21012.0,No
FORD,Focus,2013.0,179200.0,Hatchback,No,Petrol,2.0,4.0,Automatic,Front,Left wheel,Silver,6.0,7527.0,No
TOYOTA,Prius,2010.0,200000.0,Hatchback,No,Hybrid,1.8,4.0,Tiptronic,Front,Left wheel,Black,6.0,17405.0,No
HONDA,FIT,2012.0,167158.0,Sedan,Yes,Petrol,1.5,4.0,Automatic,Front,Left wheel,Grey,0.0,2352.0,No
SSANGYONG,Actyon,2010.0,68493.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,22947.0,No
TOYOTA,Aqua,2012.0,135000.0,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,Right-hand drive,Silver,2.0,9722.0,No
HYUNDAI,Elantra,2014.0,61579.0,Sedan,No,Petrol,1.8,4.0,Tiptronic,Front,Left wheel,Grey,12.0,17876.0,No
TOYOTA,Prius,2013.0,149000.0,Sedan,No,Petrol,1.8,4.0,Automatic,Front,Left wheel,Black,0.0,10349.0,No
LEXUS,RX 450,2010.0,186005.0,Jeep,Yes,Hybrid,3.5,6.0,Automatic,4x4,Left wheel,Silver,12.0,13328.0,No
FORD,Mustang,2015.0,63000.0,Cabriolet,No,Petrol,3.7,6.0,Tiptronic,Rear,Left wheel,Red,8.0,53000.0,No
JAGUAR,XF,2008.0,1000.0,Sedan,Yes,Petrol,4.2,6.0,Tiptronic,Rear,Left wheel,Black,0.0,13000.0,No
HYUNDAI,Elantra,2011.0,76462.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Grey,4.0,19707.0,No
HONDA,Elysion,2006.0,100000.0,Minivan,No,LPG,2.4,4.0,Automatic,Front,Right-hand drive,Black,6.0,13485.0,No
HYUNDAI,Sonata,2014.0,346470.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,11604.0,No
MERCEDES-BENZ,E 350,2011.0,273186.0,Sedan,Yes,Diesel,3.0,6.0,Automatic,Rear,Left wheel,White,12.0,7997.0,No
DODGE,Avenger,2011.0,174518.0,Sedan,Yes,Petrol,2.4,4.0,Automatic,Front,Left wheel,Silver,12.0,2901.0,No
HYUNDAI,Santa FE,2016.0,45156.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,37580.0,No
MERCEDES-BENZ,E 220,2001.0,295000.0,Sedan,No,Diesel,2.2,4.0,Manual,Rear,Left wheel,Silver,6.0,8781.0,No
FORD,C-MAX,2014.0,0.0,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,Left wheel,White,0.0,13799.0,No
NISSAN,Juke,2015.0,103358.0,Jeep,Yes,Petrol,1.6,4.0,Automatic,4x4,Left wheel,Blue,0.0,3607.0,No
SUBARU,Forester,2002.0,192000.0,Universal,No,LPG,2.0,4.0,Tiptronic,4x4,Right-hand drive,White,6.0,10349.0,Yes
HYUNDAI,Elantra,2007.0,48606.0,Sedan,Yes,Diesel,1.6,4.0,Automatic,Front,Left wheel,Black,4.0,5959.0,No
NISSAN,X-Trail,2004.0,125000.0,Jeep,Yes,CNG,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,10349.0,No
HYUNDAI,Sonata,2010.0,201546.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,16411.0,No
OPEL,Vectra,1995.0,245000.0,Hatchback,No,Petrol,1.8,4.0,Manual,Front,Left wheel,Green,2.0,3763.0,No
HYUNDAI,Sonata,2012.0,208627.0,Sedan,Yes,Hybrid,2.4,4.0,Automatic,Front,Left wheel,Black,0.0,4234.0,No
HONDA,FIT,2013.0,92300.0,Hatchback,Yes,Hybrid,1.5,4.0,Automatic,Front,Left wheel,White,4.0,20341.0,No
MERCEDES-BENZ,E 350,2014.0,219030.0,Sedan,Yes,Diesel,3.5,6.0,Automatic,4x4,Left wheel,Black,12.0,29793.0,No
TOYOTA,Corolla,2019.0,54307.0,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Left wheel,Black,12.0,3293.0,No
VOLKSWAGEN,Tiguan,2016.0,69012.0,Jeep,Yes,Petrol,2.0,4.0,Tiptronic,Front,Left wheel,Blue,12.0,15053.0,No
HYUNDAI,Sonata,2012.0,47000.0,Sedan,Yes,Hybrid,2.4,4.0,Tiptronic,Front,Left wheel,Grey,12.0,21953.0,No
MERCEDES-BENZ,E 350,2005.0,111520.0,Sedan,Yes,Petrol,3.5,6.0,Automatic,Rear,Left wheel,Grey,0.0,16308.0,Yes
HYUNDAI,Sonata,2013.0,21500.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,7683.0,No
KIA,Cerato,2017.0,28888.0,Sedan,Yes,Diesel,1.6,4.0,Automatic,Front,Left wheel,White,4.0,17405.0,No
FORD,Fusion,2013.0,130000.0,Sedan,No,Petrol,1.6,4.0,Tiptronic,Front,Left wheel,Blue,8.0,17562.0,Yes
FORD,Focus,2014.0,160000.0,Hatchback,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Blue,10.0,15681.0,No
HYUNDAI,Tucson,2017.0,11000.0,Jeep,No,Petrol,1.6,4.0,Tiptronic,4x4,Right-hand drive,Black,12.0,45473.0,Yes
SSANGYONG,Actyon,2016.0,83804.0,Jeep,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Blue,4.0,42544.0,No
HYUNDAI,Sonata,2013.0,111930.0,Sedan,Yes,Petrol,2.4,4.0,Automatic,Front,Left wheel,Silver,12.0,4077.0,No
MITSUBISHI,Pajero IO,2001.0,25000.0,Jeep,No,Petrol,2.0,4.0,Manual,4x4,Left wheel,Black,0.0,9722.0,No
HYUNDAI,Tucson,2010.0,167512.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,22063.0,No
TOYOTA,Camry,2019.0,30504.0,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Left wheel,Silver,12.0,23207.0,No
TOYOTA,RAV 4,2006.0,198000.0,Jeep,No,Diesel,2.2,4.0,Manual,4x4,Left wheel,Black,8.0,18189.0,Yes
TOYOTA,Avalon,2013.0,99520.0,Sedan,Yes,Hybrid,2.5,4.0,Tiptronic,Front,Left wheel,Grey,12.0,27284.0,No
HYUNDAI,Elantra,2013.0,130000.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,White,4.0,18679.0,No
SSANGYONG,Actyon,2011.0,130630.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,16894.0,No
FORD,Transit,2000.0,1000.0,Microbus,No,Diesel,2.4,4.0,Manual,Rear,Left wheel,White,2.0,14113.0,Yes
TOYOTA,Prius,2008.0,219200.0,Sedan,No,Hybrid,1.5,4.0,Variator,Front,Left wheel,White,6.0,10976.0,No
VOLKSWAGEN,Golf,1988.0,154000.0,Hatchback,No,Petrol,1.6,4.0,Manual,Front,Left wheel,Red,0.0,7213.0,No
CHEVROLET,Camaro,2017.0,73842.0,Coupe,Yes,Petrol,2.0,4.0,Automatic,Rear,Left wheel,Red,12.0,12231.0,No
NISSAN,X-Terra,2003.0,0.0,Jeep,No,Petrol,3.3,6.0,Automatic,4x4,Left wheel,Silver,6.0,10976.0,No
TOYOTA,Tacoma,2014.0,0.0,Sedan,Yes,Petrol,4.0,6.0,Automatic,Rear,Left wheel,Silver,12.0,6586.0,No
FIAT,500,2007.0,150000.0,Coupe,Yes,Diesel,1.3,4.0,Manual,Front,Left wheel,Beige,12.0,9095.0,Yes
DODGE,Challenger,2013.0,156192.0,Coupe,No,Petrol,3.6,2.0,Manual,Rear,Left wheel,Blue,12.0,23521.0,No
HYUNDAI,Elantra,2010.0,113861.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Silver,4.0,12849.0,No
TOYOTA,Tacoma,2019.0,17542.0,Sedan,Yes,Petrol,3.5,6.0,Automatic,Rear,Left wheel,Silver,12.0,31047.0,No
KIA,Ceed,2008.0,78000.0,Goods wagon,No,Diesel,1.6,4.0,Manual,Front,Left wheel,Grey,10.0,11604.0,Yes
HYUNDAI,Elantra,2012.0,189853.0,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Left wheel,White,4.0,19068.0,No
TOYOTA,Highlander,2012.0,205250.0,Jeep,Yes,Hybrid,3.5,6.0,Automatic,4x4,Left wheel,Silver,12.0,29479.0,No
AUDI,A7,2014.0,401128.0,Hatchback,Yes,Petrol,3.0,6.0,Automatic,4x4,Left wheel,Grey,0.0,4704.0,No
MERCEDES-BENZ,C 180,1996.0,250000.0,Sedan,No,Petrol,1.8,4.0,Manual,Rear,Left wheel,Blue,3.0,5331.0,No
MERCEDES-BENZ,E 280,1994.0,271000.0,Sedan,Yes,Petrol,2.8,6.0,Manual,Rear,Left wheel,Black,1.0,7000.0,No
SSANGYONG,Korando,2013.0,90000.0,Jeep,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,26657.0,No
DAEWOO,Lacetti,2010.0,140000.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Grey,4.0,8674.0,No
VOLKSWAGEN,Tiguan,2014.0,58899.0,Jeep,Yes,Petrol,2.0,4.0,Automatic,4x4,Left wheel,Red,12.0,1098.0,No
TOYOTA,Prius,2013.0,140000.0,Hatchback,No,Petrol,1.8,4.0,Automatic,Front,Left wheel,White,6.0,15681.0,No
NISSAN,Micra,2006.0,200000.0,Sedan,No,Petrol,1.3,6.0,Manual,Front,Left wheel,Grey,4.0,7213.0,No
LEXUS,RX 450,2008.0,244731.0,Jeep,Yes,Hybrid,3.5,6.0,Automatic,Front,Left wheel,Black,12.0,7997.0,No
MERCEDES-BENZ,E 350,2011.0,102000.0,Sedan,Yes,Petrol,3.5,6.0,Tiptronic,4x4,Left wheel,Silver,12.0,31361.0,No
FORD,Transit,2001.0,171200.0,Microbus,No,Diesel,2.4,4.0,Manual,Rear,Right-hand drive,White,0.0,10976.0,Yes
TOYOTA,Prius,2008.0,200211.0,Sedan,Yes,Petrol,1.5,4.0,Automatic,Rear,Left wheel,White,8.0,14426.0,No
TOYOTA,Aqua,2012.0,91000.0,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Left wheel,Yellow,4.0,19823.0,No
FORD,Transit Connect,2012.0,203100.0,Goods wagon,No,Petrol,2.0,4.0,Automatic,Front,Left wheel,White,4.0,12544.0,No
TOYOTA,Tacoma,2013.0,57554.0,Sedan,Yes,Petrol,4.0,6.0,Automatic,4x4,Left wheel,Silver,12.0,19130.0,No
MERCEDES-BENZ,Vito,2012.0,187000.0,Minivan,No,Diesel,2.2,4.0,Manual,Rear,Left wheel,White,8.0,38574.0,Yes
VOLKSWAGEN,Passat,2003.0,0.0,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Left wheel,Black,4.0,5018.0,Yes
HYUNDAI,Sonata,2016.0,246839.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,15681.0,No
KIA,Optima,2013.0,393943.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,5488.0,No
PORSCHE,Cayenne,2013.0,140632.0,Jeep,Yes,Diesel,3.0,6.0,Automatic,4x4,Left wheel,Black,12.0,5018.0,No
TOYOTA,Camry,2013.0,98000.0,Sedan,No,Petrol,2.5,4.0,Tiptronic,Front,Left wheel,Black,10.0,22580.0,No
BMW,X6,2012.0,123622.0,Jeep,Yes,Petrol,4.4,8.0,Automatic,4x4,Left wheel,Silver,12.0,4861.0,No
PORSCHE,911,2005.0,61000.0,Coupe,Yes,Petrol,3.8,6.0,Tiptronic,Rear,Left wheel,White,8.0,94083.0,No
MAZDA,Demio,2013.0,129000.0,Hatchback,No,Petrol,1.2,4.0,Automatic,Front,Right-hand drive,Grey,4.0,8000.0,No
NISSAN,Juke,2015.0,103498.0,Jeep,Yes,Petrol,1.6,4.0,Automatic,4x4,Left wheel,Black,0.0,2822.0,No
TOYOTA,Prius,2010.0,160000.0,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,Left wheel,White,6.0,15053.0,No
MITSUBISHI,Outlander,2012.0,106000.0,Jeep,No,Petrol,2.0,4.0,Tiptronic,Front,Left wheel,Blue,8.0,22580.0,No
HYUNDAI,Elantra,2017.0,25635.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Black,12.0,1019.0,No
TOYOTA,Aqua,2013.0,92000.0,Sedan,No,Hybrid,1.5,4.0,Automatic,Front,Right-hand drive,Silver,2.0,10506.0,No
TOYOTA,RAV 4,2017.0,63618.0,Jeep,Yes,Petrol,2.5,4.0,Automatic,4x4,Left wheel,Blue,12.0,3763.0,No
CHEVROLET,Captiva,2008.0,57438.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,9252.0,No
CHEVROLET,Orlando,2012.0,38235.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,9405.0,No
CHEVROLET,Malibu,2014.0,31115.0,Sedan,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,14113.0,No
VOLKSWAGEN,Jetta,2005.0,0.0,Sedan,Yes,CNG,2.5,5.0,Tiptronic,Front,Left wheel,Silver,8.0,11917.0,No
HYUNDAI,Sonata,2015.0,48000.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,9879.0,No
HYUNDAI,Sonata,2016.0,219432.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,15681.0,No
SSANGYONG,Actyon,2010.0,233503.0,Sedan,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,11807.0,No
HYUNDAI,Elantra,2011.0,141881.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,White,4.0,17942.0,No
MERCEDES-BENZ,Vito,2012.0,130000.0,Microbus,No,Diesel,2.2,4.0,Manual,Front,Left wheel,White,0.0,40456.0,Yes
SSANGYONG,REXTON,2011.0,121168.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,White,4.0,27356.0,No
